review_id,user_id,business_id,stars,useful,funny,cool,text,date
4WrQXxR-xr9YRsMYcfMp7w,W6pHfnwxbzRvkKtGh0Vnxg,hIUKufhwR6Ifn7bi0-phLA,5,3,3,3,"This is how every cafe should be. The owner, a French man who used to be a manger at the Eiffel Tower back in the day, created the most beautiful concept of a French cafe. The service is on point every time. The employees are so genuine and they care about their job and it shows. That's really what makes Baguette Cafe such a success for me.
I usually go for their chipotle panini which was recommended to me by the gentleman working and it's dynamite, but everything I have had is delicious! I love the simple side salad, it's always fresh. 
The location is a little hard to find the first few times, but the owner has put up signs that lead you in the right direction.",2015-04-14 21:45:44
-BkWjA8frjQ3u7QC87pNlw,WzbiAVIgM4RCuEqNoS1Wcw,FKOF8_OMvoPoDHOplDd7tQ,4,0,0,0,"Kickstand is one of my favorite burgers in Charlotte! They are inventive and well executed! The Kickstand - burger with sundried tomatoes, onions, tomato and garlic - Brie cheese and cranberry chutney is my go to when I can't decide. The Mushroom and Swiss is always a classic. Their sides are very good! Especially the onion tanglers... but I would shy away from the sweet tots. 

They have a good selection of local brews and a good atmosphere. The service is good and the ambiance is nice. If you are a football fan, you can watch the games there and it's not super busy.",2016-10-13 02:40:17
YiGyr38HMmj9TEjhFs2lAg,feSQtsMoXYmgMZH8o1ZlnA,HQl28KMwrEKHqhFrrDqVNQ,3,3,1,0,"I have been to Deagan's twice now, both times for dinner.  

The first time I tried the Peach Tea drink, baked goat's cheese, pickled vegetables, and pretzel bread.  The pickled veggies are something you should split with a table, because the pickling is very strong and it's hard to eat that many pickled things.  The pretzel bread is good though not exciting.  The baked goat cheese was also good but the bread that came with it was so hard that I could barely eat it.  My Peach Tea drink tasted great but there was barely any alcohol in it, so I didn't get another one.

On my second visit, I had the Lamb Ragout and a French 75.  The drink was delicious.  Much better than the Peach Tea.  My meal was fairly good.  However, I expected a Ragout to be more saucey.  This dish was mostly dry--just a lot of ingredients tossed together.  The pea shoots were undercooked so it was hard to eat them.  The gnocchi and lamb were cooked well.

I think their menu items are interesting, but not exactly well-executed.  I will come back here again but if I don't find a dish that stands out soon, I will probably give up.

The decor is nice, bathrooms are clean, service pretty good.  It is really friggin cold inside when the AC is on (like most places) so bring a sweater.",2013-07-10 16:24:08
YnpFg-WgjxumY8pfbhQRIg,P7Qt34VblZupUifRJ_5hbA,o9thrb4UrI4NJ6CGOAXb5g,3,0,0,0,"So Arby's has some classics but as far as quality goes I think most of us can agree, it has gone somewhat down hill over the years; however sometimes you just crave it. 

There are some certain specials I will stop by Arby's for and this one is near my house. The food is not bad and the fact that it seems to take long in the drive-thru I am OK with because I am hoping that means it is fresh! 

Uggg-the employees tho: No matter how nice I am, there is NO trace of happiness in their voice. I actually leave feeling bad for them like 'why do they hate their job and/or life so much?"". It's all mono-tone and almost like 'here, take your food and go.."". 
I don't go looking for cheerful employees I guess, I go for the food and I know working in fast food can suck but there are a lot worse places to work in the world. 
Maybe Arby's needs a better work environment.",2016-06-20 21:14:24
ChMnsy82yj5NbASIydl49Q,iAd8XaHxv05iXyEiZ62Ibw,OJaODLWh3YtZPK5V5L_CnQ,4,2,1,1,"So, since my last visit with the awful lemonade, the owner actually contacted me through yelp to get me to try the Nimbu Pani one more time on the house, insisting it was made wrong. (AWESOME customer service!)

I went back for round two. She was right. MUUUUUUCHOOOOO better! It was actually sweet this time (she also informed me that she made sure all of her employees know how to make it properly too) They only thing that was a little weird were the whole cumin seeds in the drink....I just couldn't get past that. but, it was EXCELLENT as long as I didn't chew the seeds......

While I was there I ordered the soup of the day.....vegan (of course) potato leek soup......I hate to say it, but it really wasn't good. I didn't know it was a cold soup....had I known, I probably would have ordered something else (I think potatoes with aromatics are just mean to be eaten warm....it's just hard to stomache otherwise) This is the only reason I'm not changing my rating to 5 stars. However, I know they have other deslicous menu options that I will be happy to go back and have in the future. 

And THANKS for making me try the lemonade again!!!",2012-07-15 19:57:17
H6jmvYMWnchYu_a8SYjE2A,Dp6OQOY3XBgkGM4rgtZvYQ,kSp9lWgQJrE9nsX7OS-x8w,3,1,0,0,"Our family has been to the Essence of Unionville on a few occasions - for a birthday, Sunday brunch, New Years Dinner in the past. The food quality and servings have been very good. Deserts are excellent - at that point you are too full to try the full range especially at the buffet or brunch.

Brunch quality is generally okay although on occasion the beef is a bit tough or dry. Seafood dishes on one occasion was fishy but for the most part good.  There is pasta, mashed potatoes and sauteed root vegetables. Raw salad bar and a small desert selection as well. Pricing is fair given the quality of food.

Generally, this is a go to place now family lives in the area.",2018-04-24 03:43:58
jc3RYU7WsUYsz8RpsJNv_w,vNbr4JUZtIDB34xT-1n8ew,oS96aJIHFWcFAlGHKKXjaw,5,1,1,1,"I have to start off by stating the disclaimer I'm not a huge pastry fan but with a place like this I may have a new food group added to my diet. I came here on a Sunday morning and I was contemplating moving on as I drove by and witnessed a line coming out the door of this place, but that also intrigues me a bit and so I  found it necessary to see what the heck was going on. The smells billowing out the door drew me in as the line was moving quite fast with a very good system of helping people get what they wanted. Before I knew it I was up to the counter and a jumble of words came out of my mouth of everything I wanted to try a baguette, apricot thingy danish, chocolate chip croissant thingy, and omg is that a cream puff. Well they all ended up in a bag for me. I thought to myself what have I done but when the cashier rang me up it only cost me $8.50, I don't know if they screwed something up but that is one heck of a deal. Everything was very tasty and the Cream puff was such a nice treat since I haven't seen one of those in the Burgh in ages. I highly suggest you get yo tail down here and check out all the goodies for yourself.",2013-09-02 17:59:58
E-LIwC8cmURsgFk4Q22KHA,LpxfHcBnpec6ugSYq8yGGA,-D2vGSq_SvuCmHdqsDxzeA,4,0,0,0,"We had the 5 course chef's tasting. Some interesting items that were not on the daily menu. Quality was high. Value was moderate, however. And the meal was very slow. Now, while I agree that one should not rush a meal, we did seem to wait for quite long periods between courses. OMG, we had to talk to each other... just kiddn.",2012-05-17 21:03:55
QLep5Ynl9JbFr3agznX3dg,exEElE4pG-ZwoCMwoYddeg,37XExTruLjOLqnTERYy8aw,4,1,0,0,"I'm definitely a fan! I am proud of the fact that Ms. Vivian is a sweet girl & runs this place as a young business owner! You go girl!

I miss working downtown & being able to come here for lunch. I love the steak  & shrimp hibachi. Steak is cooked perfectly & with nice-sized mushrooms. Hope you come hungry...you get a lot of food.  Now, I don't really care for the cabbage, so normally I would ask to leave that off.  The shrimp sauce has a good taste to it & isn't too ""soupy"" like some places.

To echo Greg G., yes, seating is an issue, as you have some tables & sake bar seating upstairs.  However, a lot of the uptown workers would take their lunch to go anyways.  

Quick & friendly service, even with the long lines at lunch.",2011-10-09 21:14:54
3ciG8by0NTvdPODl3NimCg,BGzavA_ddMr-jGmhArv7fg,KWojrEKjUqHCRI5HO7pB4g,4,6,4,6,"I painstakingly monitored the renovation of the Art Gallery from my apartment on McCaul. I'm not a Frank Gehry fan, and I was expecting a disaster product. I was happily mistaken. The renovation is elegant and tasteful. Vinyl plank flooring was an intelligent choice. The Galleria Italia is breathtaking without holding a single painting.  I have a membership and go often. Wednesday nights are free.

Obligatory Title Pun: The new Gallery is A GO!

Menu Readability: n/a

Need to mention: Visit the Henry Moore gallery on the second floor. Toronto is blessed to have a collection like this.

What this place teaches me about myself: Sometimes (but only sometimes) I am wrong about Frank Gehry.",2009-04-20 04:16:50
