review_id,user_id,business_id,stars,useful,funny,cool,text,date
yIPjvsmSJPGkmDdev-sDhg,vy6bsyGB80NX24wddBb--g,Bg8xZT4-NsYLYd-WPIhgXw,5,0,0,0,"I never knew this place was here until seeing it on my way to the post office.  Didn't try it until months later.

I tried the chili cheese dog, the banh mi dog, and house fries.

The chili cheese dog was great.  I love the fresh chunks of cheese.  The brisket chili was so good.  It is a messy one so grab some napkins.  This is a definite must try again for me.

I didn't really care for the Banh Mi Dog but being Vietnamese I had to try it since it was obviously inspired by the Vietnamese Banh Mi.  It was good but could be better.  They should have used pickled carrots and picked daikon if they wanted to stay true to the banh mi spirit.  But it was good and I would have it again.

The house fries were decent but I didn't think they were great.  They definitely gave me a generous portion and I barely put a dent into it.  The fries were dark brown so I am assuming they either double fry it or fry it for a while.  Either way, they were decent  but nothing amazing.

They have additional stuff on the menu that isn't on their website.   Can't really tell you what they are.  I've never heard of the stuff they had listed.

I like the atmosphere.  It has a retro feel.  Asides from a few tables, their seating primarily consists of bar top/stool lined around their kitchen and against the window.  They got some pretty good music playing on the speaker.

Overall, I like it and will give them another shot.",2013-02-24 03:32:33
y8o1kp_pdx3GVkp1vNlFnA,ixxfMzn3-vBRgG10ofwLgw,2GryItAj3e0uOQ5m42-wDg,3,4,1,0,"This used to be an old Black Bear Diner and the fact that they still have some of the decor throws me off. We used to come to BBD back in the day at this exact location.

The food itself isn't bad. I ordered chicken tikka masala mild because much as I love spice, my stomach makes me pay for it days later. Better safe than sorry!

Their chicken tikka masala isn't laden with sugar like other places. In fact, it's the opposite. Tons of fenugreek and methi in it makes it almost sour/bitter, but still in a good way. 

Portions are HUGE for what I normally get in a lot of Indian restaurants and prices are proportionate to serving -- thank you so much for that. I wasn't a fan of their Onion Kulcha because it had a slightly bitter taste that didn't go well with my CTM, but on its own, it was fabulous. It was also piping hot - that's hard to find in a lot of places.

I'd come back and try their buffet.",2014-11-13 19:29:23
sruj4mmKMsg4UijLnbyqzg,dhQOA8-FdpA6D0hNhXEYIw,Eg_M8eeu9SDEdbP7iUmVbQ,3,0,0,0,"I find myself coming back to The Porch fairly frequently, and I would say it's mostly due to the outside seating and convenience of its' location in Oakland. However, after a half dozen visits, I've yet to have a meal where I left feeling overly satisfied. Salads, entrees, pizza, and today's visit: brunch, have all been ""OK.""

Avoid the farm bread as it's really on the level of a bread that should just be brought to the table for free. Drinks are reasonably priced, they'll be more than you might be accustomed to in Oakland, but not significantly more.

Took over 30 minutes for our food to come out today, but the restaurant was busy and it was relaxing sitting outside so it wasn't a big deal in this case.

All-in-all, it's a decent spot for a casual lunch or dinner, but from my experience, don't expect anything to knock your socks off.",2016-05-07 20:12:58
JqgdpDP9qgkvOm0TUxVgJw,rhE4gLtM0gb3XLwSz6HPCw,momjERcb6G6ienrfPuNArw,4,1,0,1,"I have tried several things here in the past few weeks and they have all been very good.  I don't eat a whole lot of Vietnamese food, but this place is real close to my neighborhood so that is always a plus.  They have made the restaurant bigger so there is plenty of seating although they due tend to be busy around lunch time.  The last few times they weren't breaking any records for speed even though my waitress was very nice.  I'm not sure this would be the best place if you are in a hurry. I appreciate the vegetarian options they have on the menu.  I thought the Vegetarian Pho was very good.  I haven't had many versions to compare it too, but it was much much better than the vegetarian versions I have had at the noodle shop downtown. The Tofu Vermicelli is really great.  it;s a cross between a hot noodle dish and a salad.  Which sounds kind of odd, but it's very good. They also have a pretty efficient take out so calling in and picking up isn't a problem.

Try:

- Vegetarian Pho.
- Tofu Vermicelli",2014-08-11 18:12:30
1P_oC36M3TUS4cy1PswYaQ,3qMeM2IZP1L_E-aI08-0xw,GEvolb_U74NXgfgdxrVtyQ,3,2,1,0,"This is a Korean-run sushi restaurant, and it is one of the better places to get sushi if you're near Pacific mall.

I usually get takeout platters. The sushi is always fresh and tastes pretty good. No complaints. It's not terrible, but it's not the best either.
The price is pretty standard.

I just wish they were open on Tuesdays.",2015-10-17 23:04:46
8qZVsgxM2dDO5BYAUjGdiQ,2sr6IVXA9KHmcclxQfVizw,Po0QGzgwFrfnGJEi_akCjA,1,3,1,0,"Went tonight for my wife's (she is from S. Korea) birthday as she was craving Korean BBQ.  We normally--in the past--have gone to Sura but decided to change it up for this occasion.  Well, we now know that we will NOT be going back EVER to this place!  I will say that the place had decent food...brisket was good and so was the pork bulgogi.  But, the banchan was just mediocre...and based on the review pics from the past it seems liked we didn't get the full selection of side dishes.  

We got there around 6:00 PM and and we started to cook the AYCE ""Nevada"" BBQ (priced at $16.95/person) around 6:14 PM.  I only know this because I started to snap some pics of the group around that time on my iPhone.  Why did I check this a little later on, you ask?  Well, our server rudely wanted to turn off our grill around 7:15 PM and we told her we still wanted to eat a little more.  She then told us that the time limit was 1.5 hrs for the AYCE and we had only 10 more minutes.  Say what?  I was quite shocked as I have never been to a KBBQ that actually had a TIME LIMIT!!!

So, I checked my phone and saw that I snapped the first picture at 6:14 PM.  Which means we didn't have only 10 minutes left, but actually 30 minutes left when we were rudely advised.  Ironically, we were all getting stuffed anyway, and was ready to wrap up soon.  Now keep in mind, that some other tables who came in before us were STILL eating when we were told we had to wrap it up.  I guess they must have had ""cooler"" waitresses than ours.

I asked to speak to the manager and she smiled and listened, but you could tell she could have cared less (""Oh yes, uh huh, ok, sorry...."").  She even told me--as I spoke in a normal voice complaining about how we were cheated out of a half hour in our ""timed"" 1 1/2 hr allotment (geez, that kills me to even have to mention that!)--that I needed to ""calm down"".  After, just standing there for several minutes with no offer to make us feel better or even a nice gesture in words, I said ""Thanks anyway...I guess you can go then""...and she did!

So, be forewarned that depending on who your server is...and I guess if you don't fit the mold of true Koreans/Asians (I'm Korean-American, BTW)...you may be told to wrap it up and stop eating as your time may be up!  So, combined with lousy, slow service, you could be getting very little BBQ for what is supposed to be AYCE.  My advice to you is to go to Sura or another local AYCE Korean BBQ.  At least there you won't get horrible service and a ridiculous time allotment for eating.  If you don't heed my warning, then maybe you better bring a stopwatch to verify that you really are getting 1.5 hrs to eat their so-called ""AYCE"".",2015-07-04 06:54:32
53YfHvSWe7YEnvpFDZVa6w,4TDIYnzB4qfBsmP4RWapZQ,9d0OggD2_SleuHmHwPExdA,5,0,0,0,"Awesome customer service, super friendly as soon as you walk in. The restaurant was clean and nice decor...the Tucson Dog was delisH!! I'm a little sad I didn't know about this spot sooner....but noW that I dO I'm excited to try other stuff",2016-11-10 20:20:53
vUxuYTg4YWwJhhtAQfbcDA,8GOrinzSGFIefx9LWeOfYQ,S1N5-ZXwR4fUIPs6dLnBYQ,4,3,2,0,"ever wanted to dine with Sponge Bob?  Visit this place and you'll see why.  The walls are covered with underwater murals.
friendly staff.
decent food & prices
I always bring a sandwich home to eat later.",2011-04-23 00:09:20
6GqFf-gsOi7RBsPQ0ZT9Pw,DMKcnxrnUMcClcLtffwNTg,QrTg1ZaKcaJj2fzXQmHFXQ,5,1,0,0,"I don't know what I was doing when I didn't know this existed. Haha, okay I'm exaggerating a bit but I live around the corner from this place and never really went in due to the exterior. It looks like a wholesale food place. Very dark inside. Doesn't really look like a dine-in place or restaurant. Was very cold waiting for a friend on the corner when I saw 3 people walk out with take-out boxes. I went in and ordered some tacos. Holy moly! I was so ecstatic with the quality. They are so well priced and sooo authentic and delicious. Amazing, fresh, organic tortillas and fresh ingredients made and cut to order. I went 2 days ago and went again today. Definitely a new favourite spot. Quality is 100%.. wish they had fish. I said that today. They need to add fish tacos!",2015-02-16 21:44:42
H-v3bZR5omRyQRgq-04-ig,fgkJ6KUlrmbKyLDQervxsw,ii8sAGBexBOJoYRFafF9XQ,2,0,0,0,"I hate you Paris! I don't believe that this is a four-star hotel on Orbitz. I requested a king size bed in a luxury room and instead got two doubles in a room that technically had a ""Strip view,"" but it was actually a view of the pool. Apparently, they ran out of king beds and were unable to accommodate me, even though they had plenty of unoccupied suites available. So much for customer service. Not only that, but the room and the entire sixth floor smelled like cigar smoke on the second night. Wi-fi was free for only one device per room per 24 hours. I felt extremely itchy after sleeping in their sub-quality linens for two nights. The only saving grace was its central location on the Strip.",2014-01-18 04:39:35
