review_id,user_id,business_id,stars,useful,funny,cool,text,date
iXoPCaZ5i5mpDTDkXEcLTw,ibfw2LUjalN25aZYDY6EuQ,bt0ZUJWmAJhjYmfPCzgRmQ,4,0,0,0,"Got this place through delivery so can't review the restaurant itself really but only the quality of the food and its fantastic.

It has taken the top of my list for chimichanga(vegetarian, with tofu) no less. I've never even had anything like it before and it was quite amazing. Similar style to Burrito Drive with fresh vegetables and TOFU mixed in. Quite a large serving. The rice and beans was amazing also - probably the best I've ever had. The price was about what i expect. I'm really excited to try other parts of this restaurant's menu such as the Udon Bowl.",2014-07-06 23:50:15
CbQqJfVR6oQBYNbE--YCoQ,OPN-dDUBkH7uH-G8nOnskg,Sy75QB18Sv-xNp8FoA8KvQ,5,0,0,1,"Ok
I flippin' LOVED this place!

There was just something about it that I loved.
I loved the smokin' awesome happy hour deals.
I loved the toilets!!!  (OMG!!!!!!!!!!)

I'll return, many times I'm sure.",2010-04-17 05:22:02
ZLB3_SyQXiV2GrKlnmkTpg,NeOIp8tz0kfxtmA8YUPmJA,WyC9ELMNH9p2KYOc9PmJLQ,5,3,0,0,"So. Let me start by saying....Xtend had me at hello.  I know, I know...I thought I had a first love at another barre studio but thissssss place I think is and will be my forever love. Two reasons:

Reason one:  Jane. Her voice, her instruction, her encouragement, her.  I came 30 minutes early and the owner introduced me to Jane...Jane showed me around, told me what to expect and told me the best place to stand so I was in the corner and not soooooo exposed.  Thank you...I am so new at Barre and I know no one is watching but still...I'm an introvert/extrovert and I just like being in a corner until I am comfortable. 

Reason Two:  Her class was intense, easy to follow and effective and HARD but In a good way!! We spent an intense amount of time warming up and working on core and arms and then onto the bar for legs.  Omg legs.  I shook like a leaf.  But that's ok ...I plan on having buns o'steel come January. Then after that ....more core work!! The moves she had us doing were insane.  I'm a beginner and could only do so much but I was totally inspired that I knew if I kept coming I would get better. 


What I like about this class is that it was equally as hard as my first experience BUT I didn't feel so out of place or exposed because the moves focused less on flexibility but just sheer toning, and endurance.  I'm going on ""Black Friday"".  

I also like that I can now take this class 4 times a month starting in December thanks to Class Pass.  I dare say that I just might convert to a full membership after a while!! Try this place if you are new or a pro!!",2015-11-24 03:00:03
aBEfq6rbPn7bpUnrlvEqaQ,k7tSOhkjxuJ1EMkeaBbXyA,3G4KcScA5srgsg-fAtWs2Q,2,0,0,1,"I had the katsu don, and it was veryveryvery average. While the sauce was  nice, the tonkatsu was small and the rice mushy. The small portions may just be a result of it being take out, though - the portions in the restaurant were quite large.

Probably will not go back.",2011-04-02 23:43:59
QlbMwhI7BIgJZFVCRHocVg,obbgTemOKidvDTV66QduZg,925NwS8JJgH162lSaSk78g,5,0,0,0,"I have been taking my 18 mo. old son to this practice ever since he was born and I am very pleased with them. They offer two locations with numerous doctors for ultimate convenience. I have been to both locations but prefer their main office which is closest to my house. Both offices however are extremely clean and inviting. Their staff is diligent, scheduling is effortless (either by phone or your online patient portal) and they are exceptionally punctual with appointments. I highly recommend North Scottsdale Pediatrics to all the parents out there!",2018-05-03 19:03:00
ft0WmBcWZaco86XenKWFqw,c8cur4lMkQsHoUEqm-qwxg,ZGaW5a7wxXxUgGTtbFqNxg,3,1,1,1,"The Mad Greek is a good place to get a Gyro, though not the best I've ever had. The pita was a little hard, but the meat was good and the cucumber sauce tasty! Definitely not much to look at and 50/50 if you stick to the booth when you sit down. Extensive menu and they're open to 4am on a Fri/Sat. They also serve breakfast all-day and the staff is friendly, especially the guy in the window cooking up a storm..",2012-06-06 18:41:55
0vb8s2MPREVl4TFskwjMOg,M1mSvucWF3V1h0L98okb9g,nQxYkbV4P2h2HqJB0nfpxw,5,1,0,1,"As a Brazilian myself, I maybe biased to give advice about this place, since I recognize this food from a different perspective than most of you, yelpers.

However, I would recommend anyone who wants to try a little bit of the Brazilian tastes without spending a lot - if you don't eat that much and you go to a ""churrascaria"" (steakhouse) they will charge you a price that will mostly not pay off.

The food was very good, even for Brazilian standards - it was definitely not like, well, since there are not many places in which you can find this kind of food, let's not put much effort in it. We had the picanha (rump cover) with mandioca frita (fried cassava), and I didn't know that I was missing so much this taste because I never enjoyed cassava that much, but it was really one of the best that I had, ever - not greasy as you would usually expect. And the meat was very good - although it accompanies a lot of fat, this is how Brazilians like it. I am kind of an exception on that aspect.

After that, a ""quatro queijos"" pizza (four cheeses), which carries Brazilian mozzarella, parmeggiano, gorgonzola and catupiry - a soft and salty cheese created in the region of Minas Gerais but that you can find anywhere in Brazil. They really reproduce the feel of a Brazilian pizza there; I don't know if it's the dough, how they bake the pizza, but that's it.

Of course, everything being washed down with plenty of Guaraná Antarctica - a soda which is made from guaraná, a fruit from the region of the Amazon.

I was eager to try the brigadeiro (a kind of chocolate pudding), but I was so full that I couldn't.

The overall service was good, the servers were very nice, always checking if everything was OK. The appearance and feeling of the place is also comfortable: the background music is not loud, the lighting is in the right dose, and so on.

So, I have nothing but good things to say about this place. I urge all of you that never tried Brazilian food to go to this place. You won't regret!",2010-01-24 03:59:24
5KiOHTouyDEw47tGKHWNrw,fVILhIglx6RNOXQba5t4kQ,KYasaF1nov1bn7phfSgWeg,5,3,1,4,"Some friends from out of town told me about this place, they raved and raved about this drink. Of course I had to see what it was all about. Its a cute, little shop with lots of choices as far as drinks. They have boba, smoothies and dessert drinks. I tried the #4 and my friends had the #10. Mine was more tart while thiers was more creamy. They were all filled with a lot of yumminess. Mine had lychee, grass jelly, red tapioca and jackfruit. It was definitely filling and tons of flavor. 

In the mood for a great Asian dessert/drink check this place out. You will want to go back and try other ones.

I DID...we went again today and I got the #10",2015-08-03 00:33:03
yaMtmAA7RhotnFh3B4uCLA,drmTj6FQRWgek_VooTDqZg,HkHTdTvzbn-bmeQv_-2u0Q,3,1,0,0,Food is ok. When I am in the mood for heavy food I come here because it is close. I usually have the margarita pizza which is good some times and kind of doughy other times. The inconsistency makes this place meh for me.,2012-10-18 23:09:45
AdtsM4eno-iPWzdfAjlfKg,uDUjigr6CXJrOSh4Yz1lKw,wtcMoqKiaxkFPZj0BC9jlw,4,0,0,0,"I would rather come here 9 times outta 10 and do the AYCE rather then going to a buffet on the strip. The food is excellent, and the service is friendly and prompt. A group of 5 hungry guys went in for lunch, and a group of 5 full and satisfied guys left an hour later. Bulgogi, kabi, chicken katsu, kimchee, mac salad, sushi( which is actually very very good) etc etc. At $12.99 for lunch it is one of the best deals in town.",2009-06-17 04:37:32
