review_id,user_id,business_id,stars,useful,funny,cool,text,date
xL9GpFDthrBjDWZ02RXm2w,ftVevYWc9CQvPSRv5AMiVQ,9q0qW2sbI147hAaUVfVUqQ,3,0,0,0,"I've been here for both dim sum and dinner.
My wife and I were here for dim sum, and it was simply disappointing. Only one out of the six things we ordered came prepared properly. We were not planning to come back, but my father-in-law insisted in giving this place another try, so we did.
The dinner experience was a LOT better. The food were all above average at a very reasonable price. They have a special in right now where the Double Boiled Fresh Milk Mixed with Egg White in Papaya is $2.8/person on Saturday, Sunday, and Public Holidays. They did this desert justice. It was done properly, and was very tasty.",2014-04-20 00:19:36
GrCpGDsTsMOuSgfkQTtDNA,3aYeG-x5A44GIgmBHrwyAA,ifbCSKX1p9t0iJLc4AKhng,2,2,0,0,"J'y suis allé avec des copines, c'était bon mais nous avons été déçues des portions et moi de mon entrée, j'ai pris un tempura de fruits de mer, et c'était juste 4 fruits de mer frits.. pas très copieux, surtout pour le prix (14$ me semble)
Beau décor, service ok mais sans plus, on devait toujours rappeler pour demander de l'eau..
Pas terrible",2016-01-18 01:30:42
KALdk1Mk03_O3FT_uXRyIg,3UIa8YVjETNwJwnOl4SEdg,AtD6B83S4Mbmq0t7iDnUVA,4,6,3,3,"Delicious vegetarian restaurant located in Chinatown, in the same plaza as some other eateries (including Swish Shabu Shabu and Island Malaysian Cuisine) and a supermarket. Located on the 2nd floor, close by the stairs.

Anyways, when we entered, on Christmas Eve a little before 6:30 pm, we waited about 10-15 minutes for a table for 2. After we were finally seated and looked over the menu, we ended up ordering:

Turmeric Salad, $5.95 prior to tax- This salad automatically comes with the dressing on the side. I really liked this salad. It is made with a mix of the healthy dark green leafs, Romaine lettuce and spinach. The flavors were good, especially the dressing. And this is a great starter to share with another person. 

Curry Duck, $12.95 prior to tax- I thought this curry duck was good, but my husband really liked this more. I thought the ""duck"" itself was average, and wished the texture was better. I liked the sauce of this dish. I liked that there were braised green beans in this entree. This dish is good, but not as good as I was hoping it would be. I probably wouldn't order this again.

Spicy Veggie Crispy Beef, $13.50 prior to tax- The texture of this entree is very similar to beef. I really liked the flavors of this dish as well. I thought the sauce was good. I liked the chopped nuts (well I think they are nuts, but they may have been something else) on top of the beef and I also liked that there were a few broccoli florets on this plate, but would have been nice to have a little bit more. 

Both the curry duck and crispy beef entree came with your choice of brown or white rice. My husband and I opted for the brown rice (which was made perfectly).. 
---------------------
(Total= $35.02 after tax, prior to tip)

Service was good for the most part. Our server was nice and gave good recommendations. I appreciated his input when I asked him what his opinion was for some of the menu items. But we did wait quite a while to get our check and to get our boxes to take home some of our leftovers. 

By the way, there is a $6 credit card minimum and there is also free WiFi here (chefkenny, one word). 

There is also one single men's restroom and one single women's restroom. The women's restroom was clean upon this visit and stocked with the essentials. 

The 4 employees working here all speak English and are nice. They are more than happy to explain any of the menu items. 

Will definitely come back here again. Would like to try their veggie happy roll and some of their lunch specials.",2016-01-07 06:16:00
X4xMoGHlbM6DT2xZzd5MoQ,j8EHmuebLe8avjeFqrL0eg,cTJjTKz2huGZ-ElScC2pSw,5,0,2,0,"Zero complaints!  I'm 7 months pregnant and the bartender made me a super-fancy cucumber/ginger concoction so I could feel like I was part of coctail hour - seriously one of the best cocktails I've ever had, liquor or no liquor!

I HIGHLY recommend the brown bag chicken sandwich; the addition of hazelnuts and blue cheese absoultely makes it.  The mixed grain salad definitely lives up to the hype.  And Jo's Church Potatoes (we call these funeral potatoes or Mormon potatoes in Salt Lake) were to die for (haha, get it?  to DIE for?  Funeral potatoes?  never mind).  

I can't wait to go back post-baby and try some of the fabulous boozy drinks!",2012-04-04 18:04:44
r6kOv2LBbsVRvOJial5uRA,kHGRDaZt4nHgNSJcjOTDeQ,XnJeadLrlj9AZB8qSdIR2Q,5,5,0,2,"One disappointing feature of many Las Vegas restaurants is that, while it is truly remarkable to have so many big name fine dining establishments in one city, those places never seem to live up to the quality of their parent restaurants.  Mesa Grill was disappointing; BARMASA was a disaster.  The burger at the now-closed Daniel Boulud Brasserie was not quite as tasty as the one at db Bistro Modern in New York City.  Rao's, Guy Savoy--the list goes on and will surely keep going on in the future.  So even with the imprimatur of three Michelin stars, I was a bit skeptical visiting Joel Robuchon--after all, Picasso and Guy Savoy received two stars each in the 2009 rankings, and I was relatively disappointed with both.

Joel Robuchon bucks the trend.  First, the restaurant environment is fantastic:  Not too large, there are purple highlights and silver trinkets everywhere, including slightly creepy framed black and white photographs of Nicholas Cage and Dennis Hopper that certainly take the edge off.  The lighting from the ceiling is dramatically aimed onto each table and certain spots in the restaurant, including where the bread cart is kept.  The sound insulation is also impressive as you remain completely unaware of the din of the casino floor until you step outside the restaurant doors.  The space as a whole is extremely elegant and formal while retaining a hint of the playful and whimsical.

The experience begins with the bread cart, a wide selection of different flavored breads including bacon bread, cheese bread, milk bread, saffron bread, and basil bread.  Selections off the bread cart are taken away and reheated.  Personally, I would have preferred a much narrower selection of freshly baked bread, but such is the fair trade-off to enjoy the variety.  The basil bread with the olive oil is a great combination, and I also enjoyed the relatively subtle flavoring of the saffron bread.

The Blood Orange amuse bouche provided a good pre-meal awakening of the senses.  The dry ice under the bowl provided a visually impressive effect, while the slightly sharp taste of the blood orange stirred the palate.

The Truffled Langoustine Ravioli with Chopped Cabbage as an appetizer was truly amazing.  The ravioli contained whole pieces of langoustine, and the black truffle--including the thin strips of truffle delicately set on each of the three ravioli--fit with the slight sweetness of the langoustine.  Pair the truffle sauce with the saffron bread for another great combination.

The Foie Gras and Bacon Foam Soup with Celery was good, though probably something I would trade for other options in the future.  The taste of the bacon is present and tightly controlled in the foam, and the small pieces of foie gras were a solid addition.  I would view this soup more as a respite along the course of the meal rather than a major attraction.

The Spaghetti with Soft Poached Egg and Shaved Black Truffles was a straightforward but nevertheless impressive dish.  The homemade spaghetti is covered with a layer of black truffles circled around a single poached egg.  The recommendation is to break the egg and stir everything together, thus mixing the spaghetti with an egg and truffle sauce.  The result is certainly gooey, but I actually enjoyed the texture as well as the taste--though the truffles were a lot more subtle than I had expected (given the sheer quantity involved).

My second entrée was the Beef Ribeye.  I enjoyed the accompanying vegetables but the beef itself, while good, was not really superior in any way.  The side of whipped potatoes are extraordinarily creamy, seemingly more butter than potato.  It is probably much too rich for some but definitely worth at least a taste.

The second entrée was followed by a cheese course, selecting cheeses from a cart of about 15 or so.  Dessert was a Chocolate Soufflé topped with Chocolate Sorbet.  The chocolate-chocolate combination was overkill but admittedly my own doing--I would recommend going with the other sorbet selection or none at all.  The soufflé is light but remains rather sizeable and is a bit of a challenge after such a large meal.

The service at Joel Robuchon was exceptional.  The sommelier stood out in particular, indulging us upon request with the history of selections of one of the winemakers in particular.  The wine list is quite impressive, tending towards--and appropriately so--""special event"" level bottles.

If I had to nitpick, I wish something more could have been done with the Beef Ribeye, which seemed more like a convenience selection on the menu for those really hankering for beef.  Still, with the amazing and well-thought through restaurant space and excellent dishes like the langoustine ravioli and spaghetti with truffles, Joel Robuchon Las Vegas is certainly a destination-caliber restaurant worthy of five stars.",2012-04-01 07:47:13
H1oZVSfxhtQ7HujzhE_Osg,yZQMdYqoiRo6IWSguAdFCQ,HQl28KMwrEKHqhFrrDqVNQ,3,1,6,1,"Look, Deagan's, I don't think it's working out. It's not you, it's me. We just want different things, you know? I don't think I'm ready for that much commitment.

After many trips to Deagan's, I just don't know how I feel about it. The food is good. I loved their ""unicorn"" tacos (seitan with Asian-influenced veg and sauce), have enjoyed many dishes, and think the menu's accommodating. The beer and wine selections are pretty nice, and the atmosphere is pub-lite. It has a decent amount going for it... but I'm just not feeling it.

Maybe it's the forgettable waitstaff, which has never left any real impression. Or the monstrously long waits on a weekend night--or any night, for that matter. Maybe it's the hip gastropub fare of charcuterie boards and chicken livers and oysters, paired with the always glaring ESPN channels all along the bar.  All I know is this just isn't working out for me. 

I'll be by in the morning to get my stuff.",2012-04-02 22:19:11
S1fGC0Kv_q9pYPjZnr0lmQ,tdLP1X9ozJNtu_Cl9Kjqyg,OZOasTrffkK0ZbF3j45yvw,5,0,0,0,"Decided to try Subaru Superstore in Surprise for service after my experience at another dealer started to decline. Glenn took care of us and had us in and out quickly for our maintenance. I was even pleased with the car wash, or more like mini detail - you can tell they spent some time on it not just run it through the wash. So glad we took the chance, and will be back in the future.",2017-07-31 12:35:30
Nhp33Lc96CXSNjIS7XMMTg,Ib3uXHSWeBed2kK-BKLGSw,oeW0vIYd3rUnAPgmD4fEFg,5,1,1,1,"Second time here was excellent! I had another omelet and it completely made up for last time! My omelet last time was dry and not very flavorful. This time my omelet was moist and delicious! I had ham, cheese and tomato inside of it and the home fries were great too! My friend had the cinnamon bun pancakes and loved them! I can't decide if it's better than Pamela's, I think they're both great!",2016-03-21 02:51:39
0w6NJXdI4nQkWO-q4czWxQ,_5keMAmic7zzrnM5mVefBw,J7fekWie4ZwR03AZVBisFw,3,0,0,0,"super sweet staff. I had the soup and it was very good. I think though you might want to try the fried chicken, I heard it was super good. Cornbread was amazing",2017-03-17 18:01:31
jBHK-8IzzQ6oPiM2SnkVUg,2nE0zU6y_F7gkwHi3yL6cQ,u2q_84hHvKGl5hKnAE7zNw,4,3,3,2,"It's the best sushi I've had in Mesa!

The place is a little pricey, but its one of the better places to eat sushi in the Valley.

What I got:
Lollipop Roll. Rating: 3.5/5
Volcano Roll. Rating: 4/5

The Volcano Roll was pretty good - they set it on fire and I was in awe! The lollipop roll was surprisingly good! I came here with a total of five people, so its good for an intimate setting or to talk with a small group of people. 

I'll probably come back to eat here. I definitely recommend this place to eat if you're in Mesa and looking for a Sushi place to eat at.",2011-02-22 21:22:29
