review_id,user_id,business_id,stars,useful,funny,cool,text,date
wwr1wbBFd82-egSSCfqBpQ,L8P5OWO1Jh4B2HLa1Fnbng,p8HvhJZ-_EHhmUVmZN15gg,3,0,0,0,"We ordered small bowls of chicken enchilada soup for lunch. The photo on the website shows tortilla chips, but those are a 69 cent up charge. Do you care for some sour cream sir?  69 cent up charge.  In fact, everything except the bowl, soup and spoons seemed to be a 69 cent up charge though they did toss in, on the side, a chocolate covered strawberry and a couple of crackers.  The soup was good, but it would take Sherlock Holmes and Dr. Watson to find any chicken in my soup.",2016-05-21 11:05:26
fIYkSrrP5WBV3lEwzRbZLQ,vupnMb60HSaTZrMPYsNsiw,8jHLEXfoy3Q9TdvJYvtWvg,4,0,0,0,"I came in with my fiance for a birthday dinner and had a great time.  
For those of you who don't know, if you sign up on their email list, you get a certificate for $30 you can use during your birthday month.  It's a GREAT deal!

Pretty funny, but it seemed like half the people there were celebrating a birthday.

The staff is very kind here, and works very fast.  The food is delicious, and their Happy Hour goes until 7:30 PM, with great food/drink specials.  Our Chef Toshi was nice enough.  I'm sure they all have different personalities, but he did a good job.

If you haven't been here yet, sign up for the birthday coupon and come check it out.  
ENJOY!",2014-08-13 15:30:34
yjSNdwAWoJNBvjy8AfZdRg,Q9DAJCpeKdzS6WuMvWOX4w,oPvYovnl06fy5W0e51zjMQ,4,6,10,5,"Last year, I stuffed myself at BRGR.  (""You gotta try Winghart's!"" I was told.)
Last spring, I then scarfed down at Burgatory.  (""But you gotta try Winghart's!"" I was told again.)
Last month, I chomped some chow at Tessaro's. (""Hey, dumb-dumb, what about Winghart's?"")

Hmm...where should I go now to try the best burger in Pittsburgh?  Uhm... I think I've heard this place called Winghart's might be worth a shot.  And no, there are no wings!

Our group had the Shipwrecked (Brie cheese, caramelized onions, bacon, arugula, white truffle aioli), the Mattola (applewood smoked bacon and American cheese), and the Market Sq (Bacon, mushrooms, and gruyere cheese) burgers.  It was a food frenzy. There was a lot of smacking, snorting, snuffing, and slurping.  Don't judge me, unless you've had these burgers.  Or the crunchy fries.

For those that have toddlers, it's definitely not kid-friendly.  There are some high chairs, but most of the tables are bar tables and stools, that are even taller than the high chairs!  But my kid is a trooper, and she enjoyed picking the leftovers off my leg. #goodparenting
 
So...BRGR, Tessaro's, Burgatory, Winghart's... who has the best burger?  That Shipwrecked burger was just this smooth, greasy, cheesy, burger explosion in the mouth.  That's tough to beat.",2012-08-20 23:48:33
Cixok7VCRKOfw8j6uSqT_g,JtlbJz56h4g15CL3hxNMuQ,6nbPXEjmBnDtsgM_YNwGjw,5,1,0,1,Was referred here due to just moving to the state from Hawaii and was really craving local food. I usually go to aloha specialties in California Hotel but after trying this place it is now my spot. The Kalua pig and roast pork are my favorites it's juicy and very tasty. I have tried aloha kitchen and they got nothing on Island Flavor. Best part the service here is super friendly and makes you get that Hawaiian feel greeted with a smile everyone talks and is there with a positive attitude love that keep up the good work!!!,2016-06-02 01:16:51
P6mkF-XvRb9HueDtOYH6ZQ,43zyz08tPXuHkhxMavXG0A,MX2gz2fbO_4LZwc3rGkl6g,5,7,1,1,"When it comes to all inclusive chiropractic care, Dr. Dom is as good as it gets!

I came to Arcadia Health and Wellness on a recommendation from a good friend of mine. She has been singing Dr. Dom's accolades for years, and she was confident that he could ""fix my migraine problem"".  I'll be honest, I was completely skeptical as I've had migraines for years that no other chiropractor had been able to fix.  However, because she was so emphatic about his abilities I decided that it was worth a shot and booked an appointment with him.  

Lesson learned? Never doubt my friend. :)  Since beginning care with Dr. Dom and his massage staff, I am now migraine free for 4+ months and have never felt better!  Not only have my migraines dissipated, but my posture has improved, and overall I'm feeling much more balanced and strong.  

Dr. Dom is AMAZING and I 100% recommend seeing him and his staff for your chiropractic care!!  Trust me; your body will thank you for it ;)",2014-12-02 22:59:31
13uZwBcbIPZK--7nptZMfw,ITfHnc90OfdNYmin4wDQ1g,LsaSrbOcV7M24Yc8nemdsA,4,1,1,1,"Had a great breakfast here on a Sunday morning!  I went with the veggie omelet with dry honey wheat toast and my best friend had the french toast with fresh fruit.  We absolutely loved our meals!  My omelet was a standard veggie omelet with a great mix of fresh veggies.  What really set the meal apart was the unbelievable toast and the fact that they had mini sugar free jams.  I don't usually have heart palpitations over bread but something about this wheat bread nearly brought me to my knees...

Why 4 stars?
I don't really like the idea of ordering at the counter but that's the norm here at Soma.  We sat in cozy chairs and really enjoyed our breakfast and people watching.  From what we could see everyone seemed to know each other here and it appeared that the owners/workers were all interacting with a large group of 'regulars.'  It was nice and made me want to be in the 'regular club.'  

Still not in the club...
Haven't been back but will definitely add it to the tasty light breakfast/lunch rotation",2008-09-05 03:43:55
MvKGKQ9IABqtB8SKq19bcA,l6WKaOQra85pIy1L7rxY2Q,lo8WwqKogC-kz4toRvkdUQ,3,4,2,2,"Sorry. I've been exposed to amazing Korean foods since I was young but this is a joke. Appetizers are basically banchans you get free at Korean restaurants but I wouldn't mind paying if they are amazing, which wasn't the case. We shared galbi, lobster bibimbop and seafood hot pot. They were not terrible but I didn't enjoy them either. I felt so bad for my friend whom I dragged since I wanted to check out the restaurant. And how did we spend $150 here??? We didn't eat much but we ended up paying too much.",2012-12-13 16:08:57
KLBuEEslPPWxQVVnSAx_Kw,SWFP-3VMVFkQswmTHwHODw,biy9tjz_ZwRGBITRDIEZtg,5,1,1,1,"I worked a promotion here during CIAA for the 3x3 Basket ball tournament. Yes there was room for a basketball game & then a ton of space for vendors & standing room. Super clean, modern & well staffed.

There's a Starbucks in here!! 

If you are here for CIAA weekend or any major city event, consider taking the Lynx Light Rail. Parking is extremely limited & cost anywhere from $15-30. The light rail is right behind the convention center & only costs $2.25. Thank me Later!!!",2016-02-26 18:09:15
n1GUx2nBTtbDfAfXcXbNhA,15Yrx7yqhGp-uUc5ghCcUg,cs0wRfzCxLNktXnh7TLVVg,5,8,0,0,"Went halves on this service with my ex-roommate. Really didn't want to have to, but we had a couple pieces of furniture between us that would have just been so difficult to move ourselves.

By the time we factored in the cost of renting a moving truck, then the time (and aggravation) it would take to move everything ourselves, it made sense to hire a service like Skinny Wimp.

Not sure how we landed on Skinny Wimp, to be honest - I left that decision to my roommate. And I am very happy to report that I couldn't have been more pleased with her decision.

We had a small-apartment, two-hour job estimate. The minute Luis and Victor arrived, and saw what they had to deal with, they confirmed that it would take about two hours and committed to doing everything they could to keeping it within than range.

And then they went to work.

These guys were super polite and they moved really fast. It was obvious that they picked up on our desire to keep the job under two hours and THEY. HUSTLED. They were also very careful with all the furniture and super respectful in all communications.

At the end of the day, they pushed past the two hour mark by a mere 15 minutes. (The poor guys were practically RUNNING to beat the clock, too!). Rather than charging us for the full hour they bit into, we were only charged for the additional 15 minutes.

Honestly, I wouldn't hesitate to hire Skinny Wimp again. Their service was WELL worth its cost, appears to be very competitive compared to other movers in the area, and frankly, the QUALITY of service sold me many times over.

If you're ever on the hunt for a great team of movers you can trust at a fair price, remember this review: Skinny Wimp Moving Co. will not leave you wanting.

Thank you, Skinny Wimp, Luis, and Victor, for working so hard to deliver such a high level of service. And thank you, Luis and Victor, for hustling yesterday! Really meant a lot.",2015-09-27 16:11:14
Grbfz0eb_4X3TCKEMA9-Rg,44htyESnx01uplFCqTMO3g,jYqOPpSmtKbKzf0Z_g-Oyg,4,0,0,0,Pretty cool restaurant. I've been here a few times and enjoyed my meals but today was amazing. I had the Turkey Hash. I was blown away by the tenderness and flavor of the turkey. I now have my Go-To meal here. Their grits are equally awesome. Very cool wait staff as well. Enjoy your meal here.,2017-12-31 03:50:58
