review_id,user_id,business_id,stars,useful,funny,cool,text,date
Wu_INoQTGbAUrO495lSSXw,FTZyZbr1eF7s3Ss7uSLcXQ,epETdeCmoF_-ufT5b8ACUA,5,2,0,2,"Let's break this down...

- full parking lot ...check
- polite news paper kid opened the door for us...check
- old timey grandma's house vibe...check
- quick to be seated...check
- coffee cup stayed full the entire time...check
- REAL butter served with my banana bread...check again

This place was awesome! The Spartacus with egg whites is definitely the way to go. Large pieces of asparagus, thick cut mushrooms, and fluffy egg whites. I dig this dish. The had splenda for the coffee on the table so I didn't have to ask anyone to travel to the back of the kitchen for any. I was pleasantly surprised by the great service. Thanks yelp for another grade A experience.",2012-08-20 05:16:41
Fz0tQ9r7tevw_Qyg37jpMw,gVmUR8rqUFdbSeZbsg6z_w,s2gjJKptpkmwSXYRtfptZQ,4,0,1,0,"My mother introduced us to this fun place one afternoon for lunch midweek. We were only one of a small handful of tables but our server was great. I am surprised myself to say 'but' but there are so many times where you hit up a place that is a touristy spot on off hours only to be treated like you are invading their space. Not so for us. Our server was friendly, attentive, and very kind considering we also had the 2.5 year old in tow who just wanted to shake his booty on the dance floor. The music was fun, the food was tasty, and again, the staff was very friendly.  I look forward to making Whiskey Rose a part of my repertoire when visiting Westgate!",2014-02-09 23:15:09
zGqdSIXr4Ja8wVMw0bsNJw,rplyzNz9auV_kMKvVbB_pg,6hL5p4GvffZspZaU1vVnMg,3,2,1,1,"I haven't been in the Stratosphere in years, so we decided to checkout Level 107 for Happy Hour. It's a cute little lounge with decent drinks and appetizer choices. The staff was outgoing and friendly.  The next time I have out of town guests we well Definitely bring them by.",2015-05-30 06:31:16
HFhv-8duSDAnNy0PTh_onA,iCYMf_sHRevmzWg8la-LVw,SMPbvZLSMMb7KU76YNYMGg,3,0,0,0,"I didnt stay here, but gambled here quite a bit. Very nice and spacious, but the cocktail waitresses dont come nearly enough! Didn't like the bouncers at Haze either, but love the Jean Phillipe dessert area. Very clean and posh though, great addition to the strip!",2011-10-04 22:52:57
NQsIgtbD6QvNuCaLzkRb6g,3vGiPNH4yCAj88-kfdvbjw,5XZgjdttahrvS5JoXVZ4Kg,2,5,0,0,"Man... I really wanted to like this place, but the Maitre D' really flushed the entire mediocre experience down the toilet last night....

The set up of the restaurant is not optimal as it is all high tables and high chairs. We were two couples seated at the corner of the table and so it was a little difficult to carry on a conversation at such a weird angle. But, no stars removed for poor design....

This is a meze (ie. tapas) bar, and so the menu is quite limited. I didn't find it to be super varied to be honest, but we chose 8 distinct tapas to try out and were excited about them. As soon as our waiter (who later bluntly informed me that he was the maitre d') took our order, he fussed about us having placed two separate orders as two couples. He told us that it was in our best interest to order things as a group of 4 rather than in couples to ""enhance the experience"". We then informed him that we had some food intolerances etc, and that we preferred to order separately. He was very displeased but we didn't really care because.. well... why tell us how to place our orders??? This was definitely not our first tapas experience and so we know that our night won't be ""ruined"" if we have two separate bills..

Onto the food and service... Service was pretty slow (over 2 hours!) and they forgot to bring out one of our dishes. Food was mediocre at best. Not one single dish was amazing, and some dishes lacked any real flavor. Portion sizes were as expected. 

Up till this point, I was mentally rating this restaurant as a 3.5/5 (because that's what I do.. haha). But what happened next was really phenomenal.

We were asked if we were done, and after mentioning that they forgot a dish, I asked for it to be removed from the bill because we weren't going to wait another 30 min for another mediocre plate. My husband also distinctly asked for 2 bills. Lo and behold, we get one bill totalling $250. At this point, I'm aggravated because not only was the service so-so the entire night, but now our requests were being flat out ignored.

So, I call him back, and explain quietly that we asked for two bills. I get told that this restaurant doesn't make out separate bills because this is a ""group experience"". I then tell him that every single restaurant in Montreal will split bills, and that we had placed our orders separately in the first place to make things easier. He then told us that they don't split bills because he ""doesn't have time to split a tapas plate into 1/5 of the price for everyone who requests it, BUT that because he's the matire d', he'll make a special exception, AND not to expect it next time because this is a GROUP EXPERIENCE""'.............

Do I really need to explain my frustration??

So I told him that we were not asking for ANY tapas to be split any way, and that we just wanted separate orders on separate bills. At this point, we could have paid it as is but it was really a matter of principle.....

UGH. Seriosuly, hands down, worst service in Montreal. Not worth the trip OR our $150 bill. You can get much better tapas in tons of places in Montreal for that price.

BLEH.",2014-06-12 23:48:07
p7zhH-c3V1mkAscyrB6SiA,KSJsYufhtilYfxcteB5dGg,wAXYLmHuysYTz8i4VPKmaQ,4,1,0,0,"Expect to wait a minimum of 15 minutes before your order is taken. The lines are always very long.  I suppose that means they are doing well.  I go here fairly often and I notice that the staff seems to turn over a lot.  Perhaps this is just typical of a fast food joint. 

The food is delicious every time.  It's really really flavorful so I hope you like spice!  The food is quality and taste is always consistent and the staff is always nice.  

One thing that bothers me is the inconsistency among my orders.  I usually get the kids taco meal. Sometimes they give me 2 tacos and sometimes they give me one.  Sometimes the meat is on the side sometimes not.  I honestly don't know which one is right so I never correct them.  It just seems odd to me that there is so much confusion on how to prepare one of very few menu options.",2014-10-14 04:02:43
z-GAnoezoNkeCna_FUqRzg,7HOTOydGS7wJYaJqNoDfeg,IMLrj2klosTFvPRLv56cng,4,0,0,0,"OK, there is a lot of potential here with maybe just a few small kinks to be worked out.  The atmosphere and cocktails were good.  Definitely make a reservation if you can because it was rather busy when I first arrived for a late lunch.
I started my meal with the New England Fry, which was good, but the real winner was the  Fried Chicken Sandwich.  The bun was just right and the flavors and textures of everything came together into a beautiful dish.  The chopped salad that accompanied it was woefully under-seasoned and bland.  
The dessert menu was a little disappointing.  I enjoyed the McConnell's ice cream very much, but none of the other offerings were too tempting.  My friend let me try her Triple Layer Cake which looked very homemade (not meant as a big compliment) and was just OK.
The biggest disappointment was the horrible decline in service as my meal progressed.  By the time we finished, the dining room had cleared out and there was quite a bit of staff cleaning up.  I tried several times to make eye contact with anyone, but was pretty much ignored.  I finally resorted to waving down a busser to ask for the check and it STILL took a while to get that settled.",2013-01-06 00:36:48
cbb6-jT4lyrmbzgmmoXHgQ,d_TBs6J3twMy9GChqUEXkg,D3dAx-QW_uuClz4MambeHA,3,2,3,3,"The BF and I went to LGO this morning for the Breakfast Club UYE, which, as always, was fun.....but, I must say, breakfast at LGO is just not that good. Pastries...yes, delicious.....breakfast.....not really feeling it. I got the eggs rancheros (or whatever they call it), and the sauce was just bland and boring. Yes, the english muffins are good, but the rest of this dish was boring. Also, one of the 'over medium' eggs was fully cooked through. I know they're busy, I don't care...they should know how to cook an egg. Also, the set u is difficult, they have you order up at the counter with no real defined line and then try to find somewhere to sit, and then go back and try to listen for your name while pouring your own (not good) coffee and then busing the dishes.....I just don't love it. I think I'll stick with the pastries for now (as they are super delicious).",2013-08-18 05:34:28
YDIywY-SWRb23qgfcAUhqw,cJwE8DPjh_yzqOLh9FUjxQ,AxtpV77aaiJu3vSweEXZ9g,4,1,0,0,"This review is only for my first visit. The food was good and the service was excellent. The only food item that wasn't good was their Mexican vegetables, and that was excellent rather than just good. And they were open on Labor Day while many of the local restaurants  were closed.",2018-09-05 01:13:50
-F8vW-JpK9WvDLyRGSHw4Q,-PTtMZYVawqKC6-vIds9lQ,ewEDv_q-K0fV0FepkHB8sA,3,0,0,0,"I hesitated writing a bad review for Tornado because it's always had good ratings but we were not impressed with the food on this trip. We had reservations but had to wait twenty minutes or more and the bar was full so had to stand around by the back door. We were finally seated but the service was slow (it was busy as usual) and it was a long wait between courses. Our server was excellent so apparently the kitchen was overwhelmed and just couldn't keep up with the demand.. The ice berg wedge salad was very good but by now it's getting late and we were getting a little cranky. Nine thirty or so and we still haven't got our steaks, our reservations were for 7:30. When I finally got my New York strip I found it was not only tough but someone decided to put a garlic spice on top that completely overwhelmed the meat. It managed to leak into my hash browns and ruin the tase of that as well. Yuck!  It was so late my now I gagged down what I could and left the rest. It was too late to send it back and I didn't make a fuss. A forty dollar mistake. My wife got a tenderloin and it too had a spice of cracked pepper and stuff on top but not the garlic. It was excellent. (Two of us got the New York strip and they were both the same as I described)  So, we were not impressed and it will be a long time before we go back. Certainly not on a weekend. There are better places.",2018-01-23 02:40:26
